سیه,فال حافظ: در این بازار اگر سودیست با درویش خرسند است   خدایا منعمم گردان به درویشی و خرسندی به شعر حافظ شیراز می‌رقصند و می‌نازند   سیه چشمان کشمیری و ترکان سمرقندی تعبیر  :زندگی فراز و نشیب بسیار دارد
فتوکپی,چند جوان نشریه‌ای تک‌برگی و فتوکپی‌شده و بدون عنوان را که علیه فساد اقتصادی مسئولان است به صورت رایگان در میان نمازگزاران توزیع می‌کنند
سیه,این پاسکاری‌ها با حفظ موازین و با نیت اصلاح امور به نفع تولیدکنندگان درستکار و مصرف‌کنندگان سر به راه است و اگر به سیاق قانونی و با حفظ موازین پیش رود به جایی می‌رسیم که سیه‌روی شود هر که در او غش باشد
جداکردن,برای استفاده کافی است با جداکردن دو بخش این مکعب کوچک آن را به دو طرف باتری متصل کنید سپس آن را به گوشی متصل کنید
اهنگ,تنها میتوانیم اشاره کنیم همین تلاش ها باعث شد امروز که بش از همیشه ی تاریخ مرعوب موسیقی غیر ایرانی هستیم، هنوز صدای خوش اهنگ نفس های موسیقی ایرانی به گوش برسد
ایین,ایین زرتشتی ایین شادی است
ایین,ایین زرتشتی ایین شادی است
تاباندن,حساسیت این واکنش به نور باعث می شود که با تاباندن نور آبی به مواد در حال واکنش، نوسان آن خنثی شود
علفی,این گیاه علفی و معطر، دارای خواص دارویی بسیاری است و از آن در صنایع غذایی، دارویی، بهداشتی و آرایشی استفاده متنوعی می شود
خواباندن,کد خبر: ۱۵۸۴۴۹   تاریخ انتشار: ۱۳۹۶/۰۳/۰۱ گفت جوشاندن شیر غیرپاستوریزه و خواباندن پنیر محلی حداقل به
شتری,تخریب چهره ها و شخصیت ها بدعت شود مثل شتری
سنجیدن,کد خبر: ۱۱۲۰۸۲   تاریخ انتشار: ۱۳۹۵/۰۸/۰۸ مختلف دنیا یکی از مهمترین عوامل در سنجیدن توان اقتصادی
خمار,کد خبر: ۷۱۵۴۱۳   تاریخ انتشار: ۱۳۹۶/۰۱/۲۶ گزارشی از نظر مردم در مورد معتادان متجاهر کمر های خمیده و چشم هایی خمار تلو تلو خوران
ارام,صبای قم در این بازی با ترکیب مهرداد طهماسبی (17- شهرام مهربان)، روزبه چشمی، هادی شکوری، فرید کریمی، حسین بادامکی (80- اکبر صادقی)، رضا عنایتی، محمد امین ارام طبع، ابوالفضل ابراهیمی، مجید حیدری، مجید هوتن (63- مهدی مومنی) و مهدی محمدی با هدایت صمدمرفاوی به میدان آمد
ساییدن,یافتن مکانی مناسب برای  ساییدن یا تصادف: جاده را بررسی کنید تا یک نقطه ایمن برای سایش پیدا کنید
ساییدن,بهترین چیز پیدا کردن یک برآمدگی پرپشت است که با ساییدن به  آن سرعت اتومبیل را تا نصف کاهش دهید
افسونگر,رایحه خوش برند همواره جذاب و افسونگر است
جداشدن,او افزود: دقایقی پس از جداشدن ما از بقیه همراهان، ما ۵ نفر نیز از هم جدا شدیم که من تنها به سمت صخره ای شنا کردم و توانستم خودم را نجات دهم
جداشدن,او افزود: دقایقی پس از جداشدن ما از بقیه همراهان، ما ۵ نفر نیز از هم جدا شدیم که من تنها به سمت صخره ای شنا کردم و توانستم خودم را نجات دهم
ضربی,آلبوم «رگ و ریشه» ۱۵ قطعه به نام‌های پیش‌درآمد پهلوانی، بحر طویل اعجمی، صنم بیا، ضربی سیمرغ، گل ایران، پیش درآمد تمنا، مادران سرزمین، رنگ عجم بالاسی، اغواگر، طیبه جان، ضربی دهکردی، کردی خانه، غیرت، آواز خرابات و زغالچی دارد
سیه,تاریخ انتشار: ۱۸:۱۷ - ۰۵ ارديبهشت ۱۳۹۱ پ بعد از  حادثه انفجار در اسلو و به رگبار بسته شدن چیزی حدود 90 انسان بیگناه در  نروژ همه به دنبال جوان سیه چرده با چهره عربی و یا پاکستانی بودند اما از  میان همه این تصورات جوان موبور چشم آبی سر بر آورد و به همراه خود ترس  همیشگی از برآمدن عقده ای نهفته در اروپا که قبلا هیتلر را به دنیا معرفی  کرده بود را زنده کرد
جاافتاده,جلایی پور می افزاید: �پایگاه جاافتاده اصلاح طلب ها که ده میلیون نفر هستند حرف من این است ( با احتساب حداقل سی میلیون شرکت کننده در انتخابات) آن ۱۵ میلیون رای خاکستری که هنوز تصمیم نگرفته و مشکل اقتصادی دارد مهم است
خز,به  گفته کارشناسان و بر اساس نظرسنجی‌های انجام شده در شبکه‌های اجتماعی،  صندل‌های ساخته شده توسط این شرکت که از خز پوشیده شده‌اند عنوان زشت‌ترین  کفش دنیا را از آن خود کرد
انباشتن,رئیس دستگاه قضا با بیان اینکه اولین وظیفه معلمان پرورش روح علمی و تحقیق در محصلان است، خاطرنشان کرد: انباشتن مطالب به خودی خود کاری از پیش نمی برد بلکه آنچه باعث نتیجه بخش بودن مطالب می شود پرورش روحیه علمی و پژوهشی است که معلمان از مقطع ابتدایی گرفته تا دانشگاه و استادان حوزه باید این موضوع را مدنظر داشته باشند
فتوکپی,و این بار فتوکپی یک فیش حقوقی دیگر را روی
ارام,مسابقه هوا ارام خواهد بود و بارندگی نخواهد بود قبلا
تمثیل,باشد در مقام تمثیل اقتصاد کشور به قطار تشبیه شود
فراش,به دیدن عموحاجی آمده‌اند، اما عملاً هیچ اتفاقی در زندگی او به‌وجود نیامده است، این در حالی است که در ایام نوروز هر سال نیز از بیشتر استان‌ها برای دیدن او به روستای دژگاه می‌آیند!   به گفته عضو شورای روستای دژگاه، عموحاجی در میان خوراکی ها علاقه خاصی به خوردن هویج، خرما و نوشابه دارد، و شاید جالب باشد که بدانید او یک بطری نوشابه یک لیتری را یک نفس سر می کشد!   قیومی‌پور، رئیس کمیته امداد امام خمینی(ره) فراش بند نیز در گفتگو با خبرنگار ایانا، در پاسخ به این پرسش که چرا عموحاجی را تحت پوشش خدمات کمیته قرار نداده‌اید، اظهار داشت: او اصلاً در این ۳۰ سال به کمیته امداد مراجعه نکرده است که او را تحت پوشش قرار دهیم!   وی تصریح کرد: حتی یک‌بار کار به آنجا کشید که کارمندان کمیته امداد به اجبار او را در خودرویی گذاشتند تا به شهر آورند و او را حمام دهند، اما او به هیچ‌وجه حاضر به این کار نشد و به شدت اعتراض و مقابل ماموران کمیته امداد مقاومت کرد
جداشدن,وی افزود: از سال 61 که قانون شهرداری ها شکل گرفت دولت مکلف شد تا طی شش ماه لایحه مربوط به خود کفایی درآمد شهرداری ها را تصویب کند اما در حال حاضر با گذشت 26 سال از آن زمان و با جداشدن شهرداری ها از دولت این قانون تصویب نشده است که این مساله در شهرهای کوچک بسیار بیشتر از کلانشهرها تاثیرات نامطلوب می گذارد
فتوکپی,او می‌گوید: «قرار نیست  زن و مرد فتوکپی هم باشند
ضربی,من در آکادمی وین دیپلم ساز ضربی گرفته‌ام
سنجیدن,«قسطاس» یعنی وسیله اعمال عدالت در وزن کردن و سنجیدن و اندازه‌گیری کردن
ارام,با این حربه این تو مولود توانستند در نیروهای جوان گسترش یابند اما ارام آرام با رفتارهای وحشیانه اهداف و آرمان‌هایشان مشخص شد
هییت,ایران درباره خصومت های هییت حاکمه آمریکا از سال ۴۲
اوردن,روزنامه جهان صنعت در گزارش خود از حادثه پلاسکو به عنوان «آژیر خطر» تعبیر کرد و آورد: حادثه پلاسکو اتفاق غم‌انگیزی بود که نه تنها زنگ خطر را برای بسیاری از ساختمان‌های قدیمی کشور به صدا در آورد که هشداری برای مسوولان جهت ایمن‌سازی صنایع به خصوص صنایع شهرک‌ها و نواحی صنعتی به حساب می‌آید، شهرک‌هایی که تنها 20 درصد آنها دارای حداقل امکانات ایمنی هستند ازین رو لازم است با فراهم اوردن تمهیدات لازم نسبت به ایمن‌سازی صنایع مستقر در این شهرک‌ها اقدام کرد
تمثیل,و اگر دربارة صدیقة کبری، فاطمة زهرا(س) آمده است که این بانو لیله ‌قدر است، به‌عنوان تمثیل است و نه تعیین
نخودی,"مقایسه ال‌جی جی فلکس با آلکاتل وان‌تاچ هیرو: تازه به دوران رسیده‌ها! اسفند ۴ام, ۱۳۹۲ سایت خودرو / خرید پاوربانک / آموزش بازاریابی شاید بسیاری در این سری از مسابقات، از وان‌تاچ هیرو به عنوان نخودی مسابقه یاد کنند! اما اگر شما هم مسابقه قبلی را دیده‌باشید، هیرو در مقابله با زد اولترای مشهور توانست عملکردی بالاتر از حد انتظارات را به نمایش گذاشته و حداقل ثابت کند، که کشکی (!) وارد مسابقات نشده است‌! در طرف دیگر گوژپشت ال‌جی جی‌فلکس، در طی اولین نبرد خود به یکی از قدرتمندترین‌های این رقابت یعنی گلکسی نوت3 برخورد که البته باز هم توانست مقاومت خوبی نشان دهد (آن رقابت همچنان ادامه دارد)"
واداشتن,به گزارش روز نو، العالم به نقل از یک منبع آگاه در استان کرکوک آورده است: داعش، شماری از زنان نقاب‌دار را به کار گماشته که مأموریتِ آن‌ها واداشتن زنان منطقه الحویجه به پوشیدنِ لباسی است که از سر تا پای آن‌ها را می‌پوشاند
دراوردن,کد خبر: ۳۰۴۴۸   تاریخ انتشار: ۱۳۹۵/۰۲/۲۰ از ریشه دراوردن درختان تنومند انبه مرکبات و درختان خرما
ایین,قوانینی مانند قانون مطبوعات و قانون احزاب و حتی قانون ایین دادرسی کیفری ازادی‌های مشروع افراد را مورد تعرض قرار می‌دهند
صادرکردن,کد خبر: ۲۲۹۵۰۹   تاریخ انتشار: ۱۳۹۶/۰۵/۱۲ کردیم به بیانیه صادرکردن مصاحبه کردن مقاله نوشتن نه تخریب
واداشتن,فوکو معتقد است که نقش تشیع در بیداری سیاسی، در حفظ آگاهی سیاسی، در برانگیختن و به عصیان واداشتن آگاهی سیاسی، از لحاظ تاریخی انکار کردنی نیست و پدیده‌ای عمیق در جامعه‌ای چون جامعه ایران است
علفی,شاخه های علفی آن پوشیده از برگ هایی در قسمت فوقانی ساقه است، گل های سفید زیر آن به طوری چتری و منفرد می رویند
علفی,میوه آن فندق چهارقسمتی است، گیاه آویشن گیاهی است علفی با ساقه های کرکدار و سفید از خانواده نعناع (Lamiasceae) که سرشاخه های گلدار و برگ آن قابل استفاده می باشد
جداکردن,وی در ادامه تصریح کرد: دشمن در حال تلاش برای جداکردن نسل جوان ما از مسیر اهل بیت(ع) است
گند,کد خبر: ۵۲۶۹۰۸   تاریخ انتشار: ۱۳۹۵/۰۴/۳۱ قبادی مهر در گفت‌و‌گو با خبرگزاری دانشجو: دولت گمان می‌گند با موضع‌گیری در برابر کشمیر رابطه‌اش با هندوستان به هم می خورد عدم موضع گیری دولت در برابر فاجعه کشمیر گفت این
سنجیدن,نقل است از علامه که «هنگامی که از تبریز به قم آمدم، مطالعه‌ای درنیازهای جامعه اسلامی و مطالعه‌ای در وضع حوزه قم کردم و پس از سنجیدن آنها به این نتیجه رسیدم که این حوزه نیاز شدیدی به تفسیر قرآن دارد تا مفاهیم والای اصیل‌ترین متن اسلامی و عظیم‌ترین امانت الهی را بهتر بشناسد و بهتر بشناساند
خز,پوست خز؛ پرتره خیالی دایان آرباس Fur: An Imaginary Portrait Of Diane Arbus خاطره فیلم اسکاری «ساعت‌ها» و بازی درخشان نیکول کیدمن در یک نقش زندگینامه‌ای قرار است تکرار شود
خز,در فیلم «پوست خز» به کارگردانی استیو شاینبرگ، خانم کیدمن نقش «دایان آرباس»(عکاس مشهور دهه‌1950 و از تاثیرگذارترین عکاسان قرن بیستم) را بازی می‌کند که در سن 48سالگی خودکشی کرد و این اقدام او در حالی که بسیار ثروتمند و موفق بود، به یک معمای مرموز تبدیل شد
پیچاندن,در این لحظه بود که دوستم وارد خانه شده و با پیچاندن طنابی دور گردن شوهرم، او را کشت
تمثیل,وی با تاکید بر اینکه قرآن می فرماید خداوند ابایی ندارد که مثال بزند چرا که مثال زدن و تمثیل یک امر عقلی است، افزود: با تمثیل مسئله مورد گفتگو حالت حضور و شهود پیدا می کند و تمثیل در تمام ملل وجود داشته و دارد، مثال زدن در عرب بوده و اینطور نیست که قرآن مثال زدن را آورده باشد و نشان می دهد این نقد هم بهانه بوده است
پزو,دوم بهمن؛ ستاره آرژانتینی تیم فوتبال بارسلونا یک میلیون پزو (۲۰۰ هزار دلار) به یک موسسه ورزشی در شهر روساریو که مورد استفاده بچه‌های بی بضاعت است، اعانه کرد
درخشیدن,مشتریان انواع کسب‌و‌کار‌ها امروزه دانا هستند و می‌توانند به تلاش‌های شرکت در درخشیدن و جذابیت در امر فروش محصولات کمک کنند
درخشیدن,دهه‌60، دوره طلایی درخشیدن قصه‌های سینه‌به‌سینه گیس‌سفیدانی بود که در کلاس اول ابتدایی مشق می‌کردیم و بعد با شروع فصل نوین فیلمسازی، سینماگران پس از انقلاب همان قصه‌ها را از نقطه سر خط به شکل مصور به یادمان می‌آوردند
واداشتن,واقعیت آن است که مواضع آقای روحانی دراین سفر، هرچند مانند اکثر قریب به اتفاق مواضع خارجی نظام جمهوری اسلامی با مطالبه گری و به چالش کشیدن قدرت های استکباری و حتی اکثر مواضع رئیس دولت نهم و دهم، با ادبیات پرسشگرانه و واداشتن جریان سلطه به پاسخگویی در برابر ظلم های بسیاری که به ملت های مظلوم جهان و از جمله ملت ایران کرده اند، نبود و ایشان نتوانست یا نخواست هویت استکباری نظام سلطه را با صراحت به چالش نکشید اما مانند حضور برخی روسای جمهور اسبق که امروز نقطه امید استکبار شده اند هم با وادادگی همراه نبود
علفی,گیاهان علفی هوشمند و پیام دهنده کف جنگل تعادل زیستگاه
تاباندن,تلاش کنید که از تاباندن نور مستقیم به آن پرهیز کنید
جداکردن,وی افزود: من کاسه سم را سرکشیدم و با زیر پا گذاشتن کرامت خودم سرانجام به درخواست سعودی به سوریه رفتم تا این هدف بزرگ عربی( جداکردن سوریه از محور مقاومت به ویژه ایران) تحقق یابد اما بشار الاسد، سعودی را فریب داد و ابتکار و نقش آن را نادیده گرفت
فراگرفتن,کد خبر: ۲۶۱۵۳   تاریخ انتشار: ۱۳۹۴/۰۸/۲۸ اعزام مدیران برای ادامه تحصیل و فراگرفتن تخصص صادرات از
تمثیل,تمثیل بسیار زیبا و گویای قرآن در تجسم کار غیبت این است که آدمی گوشت برادر مرده ی خود را تناول کند که مسلماً او را سخت ناخوش خواهد آمد
تمثیل,در این تمثیل تناسبها و هماهنگی های معنوی به نحو بدیعی رعایت شده است
گند,» خون‌ریزی و بوی عفونت زخم‌ها، کتک‌های شدید، تشنگی و گرسنگی، نداشتن فرصتی برای خوابیدن و حتی دست‌شویی رفتن، بوی گند کیسة سیاه، و به صلیب کشیده شدن‌های طولانی از یک طرف، و از طرف دیگر غم از دست دادن خانواده‌ام، که اکنون زیر خروارها خاک مدفون بودند، امانم را بریده بود
اژانس,اوباما همچنین به وزارت امنیت داخلی و اژانس مدیریت بحران فدرال دستور داد تا در ارائه کمک‌های انسانی و برطرف کردن خسارات احتمالی که به بیش از 30 شهر و شهرستان در این ایالت وارد خواهد آمد، با یکدیگر همکاری کنند
امدن,مثلا در مرحله کشتی شما باید در حالی مبازی کنید که سطح آب در حال بالا امدن هست و کشتی مرتبا کج می شود و حتی وارونه می شود!یا در مرحله فرانسه در انتهای مرحله باید از عمارتی که کاملا در حال سوختن است فرار کنید!نمونه ها از این دست زیاد است
تمثیل,کد خبر: ۱۱۷۷۹   تاریخ انتشار: ۱۳۹۴/۱۰/۲۸ در قلمرو تمثیل و تخیل ترجمه امر معمول امر مجرد
هییت,20 264_حجت الاسلام اسدی عضو هییت امنای محلات منطقه 15
هییت,20263_جباری شورایار منطقه 20264_حجت الاسلام اسدی عضو هییت امنای محلات
سنجیدن,وقتی از آن ها می پرسم که چرا تصور می کنند باید شرایط پذیرش در تمامی سال ها یکسان باشد، می گویند که تبلیغات مۆسسه های مختلف و مشاورانی که داشتند، مستقیم و غیر مستقیم چنین چیزی را به آن ها گفته اند؛ این که با توجه به رتبه شان و وضعیت داوطلبان سال گذشته حتماً تا انتخاب دهم و حداکثر پانزدهم پذیرفته می شوند و در نتیجه آن ها هم انتخاب های بعدی را بدون تفکر و سنجیدن شرایط و موقعیت رشته محل های فوق انتخاب کرده اند و اکنون
تمثیل,اگر تمثیل غار افلاطون را در نظر آوریم، خورشید، قلمرو صورت‌هاست و آنجاست که هستی حقیقی بدون رنگ و شکل، سکنی گزیده و تنها خرد راهبر روح است که می‌تواند بر آن نظاره افکند و هر معرفت حقیقی‌ای، متعلق به آن است
بیمزه,4- الای سه قلی بودی: وقتی کسی یک مزه بیمزه میندازه به جای اینکه به طعنه بگن ماشالله چقدر تو خوشمزهای میگن ایشالله سه قلی (سه قلو) بودی یا به شکل مختصر شالّا سه قلی بودی
نگاشتن,)   نگاشتن یک مقاله ی علمی ، نوعی از تحقیقات و پژوهش های رایج می باشد
نگاشتن,با نگاشتن ، علم‌ و عمل به یکدیگر ‌ نزدیک تر می شوند
مسیول,کد خبر: ۱۰۶۷۹۱   تاریخ انتشار: ۱۳۹۳/۰۹/۰۸ آیت الله وحید خراسانی: و گفت اقای امامی کاشانی مناسب است مسیول مدرسه سپهسالار
فراش,و نباید به خاطر حضانت فرزند توسط مادر، کمک پدر به وی حذف شود و کلاً این مسؤولیت سنگین را به تنهایی به دوش مادر قرار داده و خود، سبکبال به دنبال تشکیل زندگی جدید و تجدید فراش برود
خز,از سوی دیگر، قرار است بخشی از گازهای همراه نفت میدان مسجدسلیمان توسط خز لوله ای ۲۰ اینچی به منظور تامین خوراک صنایع پتروشیمی به بندر ماهشهر ارسال شود
ریزریز,کد خبر: ۱۱۰۰۳۹   تاریخ انتشار: ۱۳۹۳/۰۹/۲۷ ریخت با لهجه شیرین تربتی اش ریزریز حرف می زد
طفیلی,وی در پاسخ به سوالی درباره حضور ترکیه در نشست وزرای خارجه اتحادیه عرب در رباط، و سفر نخست وزیر قطر به عربستان سپس ترکیه، از دخالت های آنکارا در امور داخلی سوریه حمایت کرد و مدعی شد: خوشحال شدیم وقتی شنیدیم که ترکیه در مسائل عرب به صورت طفیلی دخالت نمی کند و از طریق و دیدگاه اعراب برای حل مسائل عربی مداخله می کند و این همان چیزی است که از همه همسایگان انتظار می رود
جاانداختن,مرکزیت سازمان در بیانیه خود کوشید تا اعضا و هواداران را براى جاانداختن شکل نوین رهبرى آماده سازد
جاانداختن,مرکزیت سازمان در بیانیه خود کوشید تا اعضا و هواداران را براى جاانداختن شکل نوین رهبرى آماده سازد
سنجیدن,لوزانو در پاسخ به این سوال که آیا با توجه به این که جوان‌ترین تیم رقابت‌ها هستند برابر ایران هم با تمام قدرت بازی خواهند کرد؟ گفت: باید پس از سنجیدن همه جوانب تصمیم بگیریم
خمار,به طوري كه با گذشت 24 ساعت از رفراندوم عظيم مردم ايران در تاييد نظام جمهوري اسلامي، طراحان خارج نشين فتنه با چشماني ورم كرده، خمار رؤياهاي طلايي شان به جان هم افتاده اند
ابادان,- سازمان حقوق بشر به بازی آلمان و برزیل اعتراض کرد! - فدراسیون جهانی فوتبال با قید سه فوریت طرح حذف سه صفر از نتیجه بازی آلمان –برزیل را تصویب کرد! - دیگه هیچ ابادانی از فردا برزیلی نیست و ابادان به ایران بازگردونده شد
جاافتاده,شايد خيلي هم جديد نباشد اما هنوز در كشور ما كه عبارت «بحران آب» عنوان جاافتاده‌اي است، به كار نيامده و كسي ضرورت استفاده و به‌كارگيري آن را نفهميده است
خز,هرچند برخی از کارشناسان و منتقدان ادبی با استناد به این بیت از گرایش استاد به هنرآوانگارد و غزل پست‌مدرن سخن به میان آورده‌اند! «هی نگو چرا دنبال منی، میدونی چرا؟ چون مال منی!» به راستی اولین چیزی که با شنیدن این مصرع، شنیدار ِ آدمی را نوازش دهد واج‌آرایی هنرمندانه حرف «چ» است که خواه‌ناخواه مخاطب را به یاد مصرع معروف «خیزید و خز آرید که هنگام خزان است» می‌اندازد! «بازم شراره دلارو دیوونه کرده! مامانش موهاشو عروسکی شونه کرده!» و اما شاه‌بیت کار! جایی که با به کارگیری آرایه «حسن تعلیل»، علت جنون عالمیان مدل عروسکی موهای معشوق (شراره) بیان می‌شود
ساییدن,از عوارض ساییدن و فشار دادن دندان ها روی یکدیگر که اغلب به واسطه استرس شکل می گیرد، می توان با استفاده از گاردهای محافظ جلوگیری کرد
مسیله,آمریکایی به فرودگاه شرکت پترو مسیله واقع در منطقه سیئون
فکرکردن,بله؛  این نحوه زندگی، تعامل، فکرکردن و اتصال را در جهان تغییر می‌دهد
سیه,خوش بود گر محک  تجربه آید به میان                                     تا سیه روی شود هر که در او غش باشد دکترمحمد صیادی نژاد فعال امور شهری و تعاون
برخوردکردن,مسئولیت دانشگاه‌ها فراتر از چند واحد درسی مدیریت بحران‌ است همچنین دکتر حسین سلیمی در گنقش دانشگاه‌ها برای مواجه شدن با بحران را موثر ارزیابی کرد و افزود: دانشگاه‌ها برای جاری‌کردن فرهنگ «چگونه برخوردکردن در مواقع بروز بحران و همچنین بعد از بحران» مسؤولیت جدی در جامعه دارند و این فرهنگ را فقط از طریق اضافه‌کردن واحد درسی در چارت دانشگاهی نمی‌توان در رفتار دانشجویان و سایر افراد جامعه جاری و ساری کرد
فراگرفتن,شهيد «حسين قاجارگر» درخانواده اي مذهبي درتهران بدنيا آمد و دركودكي به مطالعه كتابهاي مذهبي و فراگرفتن قرآن و ترجمه آن درمساجد علاقه فراوان داشت وپس از مدتي از پدرش خواست تا استادي به منزلشان دعوت نمايد تا همين دروس و همچنين نهج البلاغه  اسلام شناسي را به همراه ديگر دوستانش درمنزل فرابگيرند
پزو,"حدود  دو هفته پیش پس از انتخاب سه تن از چهره‌های برجسته هالیوود به عنوان سفیر  این بنیاد آموزشی توسط پاپ، مکری مبلغ 16,666,000 پزو را به  عنوان خیریه  به این مرکز اراده داده است"
پیچاندن,پیچاندن سعید معروف و نیامده هاشم پور رامبد  درباره اینکه سعید معروف او با پیچانده و به برنامه نیامده هم توضیح مفصلی  داد و گفت: «سعید معروف را سه بار دعوت کردیم
جاافتاده,بحران جهاني نئوليبراليسم و فرصت پيش رو محسن جعفري اصلي نئوليبراليسم، اصطلاحي است كه از اوايل دهه هشتاد قرن بيستم ميلادي و پس از به قدرت رسيدن «مارگارت تاچر» در انگلستان و «رونالد ريگان» در ايالات متحده آمريكا در ادبيات سياسي و اقتصادي جهان مطرح و امروزه به صورت يك اصطلاح جاافتاده در قلمرو مباحث علوم سياسي و جامعه شناسي و مباحث اقتصادي مطرح گرديده است
جاافتادن,آن بحثی که چند سال پیش آمریکایی‌ها مطرح کردند که به دنبال خاورمیانه جدید هستند را می‌خواستند از طریق تروریست‌ها محقق کنند که قاعدتاً موفق هم نشدند و برداشت من این است که تقریباً کارکرد گروهک داعش در منطقه تمام شده و همه بازیگران منطقه به دنبال جمع‌کردن این گروه از منطقه هستند اما آنچه که برای منطقه مهم است جاافتادن ‌این تفکر تکفیری است که توسط امریکا تقویت شد و خطرات فراوانی به دنبال خواهد داشت
دریافتن,ابن شرکت حتی به رسانه‌هایی که در پی دریافتن دلیل این تاخیر هستند پاسخی نمی‌دهد
ارام,دادستان کل کشور در همایش دادستان‌ها: دستگاه قضایی به دنبال بستن فضای مجازی نیست/دادستان‌ها در ایجاد امنیت نقش محوری دارند - 18 مرداد 1396  -  11:26 دادستان کل کشور خواستار سعه صدر و برخورد مناسب با مراجعان به دستگاه قضایی از سوی متولیان قضایی شد و گفت: در مراجعات مکرر مردم به خود و انجام امور خسته نشوید و بدانید که وظیفه و رسالت دادستان در احقاق حقوق عامه و ایجاد فضای ارام در جامعه نقش بسیار مهم
افسونگر,آبشار گزو، جلوه افسونگر سوادکوه اگر می خواهید مفهوم طبیعت بکر را به معنای واقعی حس کنید ، پیشنهاد می کنم این بار ، برای سفر به جایی بروید که هم به دلیل کمتر شناخته شدن و هم تاحدودی سختی مسیرش ، دست گردشگران کمتر به آن رسیده است و همین موضوع باعث شده تا جلوه افسون کننده و بهشتی این منطقه حفظ شود
درخشیدن,اما  ماجرای پر هیاهوی زندگی به اینجا ختم نمی شود و باید بخشنده بود و چشم ها  را شست و طور دیگری به زندگی نگاه کرد؛ زندگی ای که حق تمام بندگان خدا است  و گاهی بواسطه یک دستگیری و همراهی ساده نور امیدی دوباره در زندگی تیره  فردی ناامید، درخشیدن می گیرد؛ حکایت تولد دوباره مصطفی، از آن دست داستان  های واقعی است که  است که رنگ روشن امید در لحظه لحظه بهبودی اش موج می زند  و بواسطه اعتمادی دوباره، مردی از ایستگاه آخر به زندگی پاک و عاری از  مواد بازگشته است
سیه,"از آن دست است این کلام: "" خوش بود گر محک تجربه آید به میان/ تا سیه روی شود هر که در او غش باشد"" عرصه رسانه ای کشور در چند صباح اخیر یا بهتر بگوییم در چند سال اخیر بیشتر صحنه منازعات سیاسی و جدل های ناخوشایند و مچ گیری های ناموزون شده و هر کسی از منظر خود بر اخبار و اطلاعات حاشیه می زند و قصد مصادره به مطلوب واژگان را در راستای منافع باندی و جناحی خود دارد"
جاافتاده,آن زمان شاعری جاافتاده و شناخته شده بود آن دو
فراگرفتن,معلم چه بسيار در اجتماعات در برابر كساني  كه او را «استاد» خطاب كرده اند، به شوخي و جدي لب به اعتراض گشوده است كه چنين القاب فريبنده اي مي تواند آنچنان آدمي را اغوا و گمراه كند كه ديگر به سراغ آموختن و فراگرفتن نرود كه همين مطلب مي تواند سرآغازي باشد براي سقوط ودرجا زدن
ارام,( شریبرگ ، ارام و واتسکوفسکی 1997 ) - اختلال صدای گفتار : اختلال صدای گفتار یا اختلال واجی که شیوع آن در کودکان 3 ساله حدود 16درصد ( شریبرگ 2002 ) و در کودکان 6ساله حدود 4درصد ( شریبرگ 1999 ) است ، گروهی از اختلالات گفتاری است که با مشکلات تلفظی و نقایصی در تولید و استفاده مناسب از آواهای گفتاری همراه است و تلفظ برخی آواهای گفتاری ( واج ) در زبان مادری کودک یا گاهی افراد بالغ به لحاظ کمی یا کیفی به شدت دچار نقص می گردد ( ساکس ، تیلور و هانسن 2007 )
خمار,نمره، ده در  آيه 31 سوره مباركه نور با لفظ خمار (مقنعه يا روسري اي كه دامنش برادوش بدن و گردن و گوش ها را بپوشاند) و نمره بيست در آيه 59 سوره مباركه احزاب با لفظ جلباب (ملحفه، چادرشب) آمده است
خمار,» حالا ولنتاين خودش اهل بخيه بود يا نه؟ فرهاد تمام ويترين هاي ولنتايني مغازه هاي باربط و بي ربط را از كادويي تا گل فروشي و خرازي و بقالي و جگركي سر كوي اسبق شيرين اينا سير مي كند و مي بيند قلب هاي قلمبه بسياري هستند كه با نيش باز و دندان هاي تا بي نهايت درشت و بيرون ريخته و چشمان شوخ و شنگ يا لبخند مليح و چشمان خمار   حال ندار، مي توانند حامل پيام عشقي باشند كه خارجي است؛ عشق نيز مانند تمام كالاهاي خارجي كه از سر كول مغازه ها بالا مي رود، خارجي اش به ايران آمده و جوانان گل   گلاب، روز به دار آويختن كشيشي را روز عشق نهادند
ترسیدن,دیگه براتون تعریف نکنم که چه بلوایی شد تو ویلا ،خانمها گریه کردن و جیغ زدن و ترسیدن البته ناگفته نمونه که برخی‌ از آقایون هم وضعیت مشابهی داشتند
جادادن,مهاجرت مدیریت نشده تبدیل به آسیب اجتماعی می‌شود کاظمی‌پور برهمین اساس معتقد است، زمین‌های زیرکشت ایران با توجه به شرایط  آبی کشور توان جادادن تعداد بیشتری از افراد را در روستاها ندارد چراکه آب  در ایران کم و زمین‌ها نامرغوب است
امدن,هر مرحله تعادل بين ساخت اجزا» و به وجود امدن يک مجموعه است
فکرکردن,فکرکردن به نکات منفی اغلب استرس را افزایش داده و انگیزه‌ی ما را برای بهبود شرایط از بین می‌برد
دریافتن,او دریافتن کلمه ای که ماهیّت ارتباط بین رخدادهای مغز و حوادث ذهنی ملازم آنها را تعیین کند مشکلاتی داشته است
