word,sentence
ضربی,در سبک پرویز یاحقی با کثرت تکنیک و تنوع در استفاده از آنها فراوان برخورد می کنیم: ویبر، مالش و گلیساندوهای گوشنواز و شیرین، استفاده به جا از پوزیسیون های مختلف، اجرای تریل های قدرتمند و سریع با انگشتان دوم و سوم، آرشه پرانی های متناسب با نوع دستگاه و قطعه، نزدیک کردن آرشه به خرک در حین آرشه کشی، استفاده از پیزیکاتو در قطعات ضربی و نهایتا استوار بودن بخش اعظمی از نوازندگی، مانور و خلق ملودی روی سیم های بم که این یکی نقطه عطف و بهتر بگوییم نگین انگشتری سبک یاحقی محسوب می شود، زیرا در گذشته و مشخصا تا قبل از او هیچ کس تا به این حد از سیم های بم استفاده نمی کرد و اساسا قادر به خلق ملودی زیبا و محرک احساس برروی سیم های ۳ و ۴ نبود و در واقع او را می بایست احیا کننده سیم های بم ویولن نامید
واداشتن,▪ تعارض نقش در سازمان:نقش فرد در سازمان، و کمتر و یا بیشتر از حد بکار واداشتن او، تعارضها و تضادهایی را بوجود می آورد
تاباندن,کد خبر: ۱۶۷۲۳۵   تاریخ انتشار: ۱۳۹۶/۰۵/۱۳ تولید گرافن از چوب درخت کاج در دانشگاه رایس دانشمندان دانشگاه رایس با تاباندن یک پرتو لیزر روی تکه
تاباندن,کد خبر: ۱۶۶۵۱۱   تاریخ انتشار: ۱۳۹۶/۰۵/۰۷ که با تاباندن لیزر به بخش خاصی از مغز که
شتری,فرهنگ ایران می گوید سرنوشت صدای امریکا در انتظار رادیو فردا است 1 ارديبهشت 1394 ساعت 14:41 گزارشگر :  رسانه ایران نویسنده مطلب این مطلب این موضوع را مختص صدای امریکا ندانسته و ابراز داشته که «این شتری است که به زودی از روبروی خانه رادیو فردا نیز خواهد گذشت
شتری,» به گزارش رسانه ایران، نویسنده مطلب این مطلب این موضوع را مختص صدای امریکا ندانسته و ابراز داشته که «این شتری است که به زودی از روبروی خانه رادیو فردا نیز خواهد گذشت
امدن,علاوه بر مهم بودن حقوق و پاداش موضوع قابل ذکر دیگر آن است که بر اساس مطالعات زنان در محیط کار بیشتر در رده میانی جایگاه شغلی باقی می مانند و اولویت کسب منصب های مدیریتی به مردان داده میشود که این اتفاق نیز عامل مهمی برای پایین امدن انگیزه کارمندان زن خواهد بود و می توان با اطمینان گفت که همین اتفاقات باعث شده اند جای خالی ابتکارات، و نوآوری‌های زنان و رهبری آنها در حوزه کار به شدت احساس شود
امدن,علاوه بر مهم بودن حقوق و پاداش موضوع قابل ذکر دیگر آن است که بر اساس مطالعات زنان در محیط کار بیشتر در رده میانی جایگاه شغلی باقی می مانند و اولویت کسب منصب های مدیریتی به مردان داده میشود که این اتفاق نیز عامل مهمی برای پایین امدن انگیزه کارمندان زن خواهد بود و می توان با اطمینان گفت که همین اتفاقات باعث شده اند جای خالی ابتکارات، و نوآوری‌های زنان و رهبری آنها در حوزه کار به شدت احساس شود
درخشیدن,برخورد این ذرات با مولکول‌های موجود در جو زمین باعث انتقال انرژی به آنها و درخشیدن مولکول‌های جو می‌شود
سنجیدن,در زندگی شما همیشه سختی هایی می کشید که باعث می شوند قوی تر شوید، چیز هایی برای سنجیدن خود، که در نهایت انسان بهتری از شما می سازند
اهنگ,"توجه ! این یک نسخه آرشیو شده میباشد و در این حالت شما عکسی را مشاهده نمیکنید برای مشاهده کامل متن و عکسها بر روی لینک مقابل کلیک کنید : مشاوره برای خرید MP3 Plaey tnhatarin January 5th, 2014, 18:59 با عرض سلام نمیدونم چرا تو تایپک دیگه هیچی نیست مجبور شدم دوباره تایپک بزنمشرمندهمیخواستم یه MP3 Plaey واسه تو باشگاهتا رنج 170/00مهمترین مزایا1 کیفیت پخش بالا خیلی مهمهاندازه مناسبعمر باطری زیاداین دو مدل دیدم بازم شما پیشنهاد بدبد یه هدفون تا 100 تومن هم میخوام که کیفیت صدای خوبو مهمتر راحت بودن منظورم اینه که وقتی زیاد اهنگ گوش بدم گوشم درد نگیره راحت باشه ممنونم Reza Eshraghi January 5th, 2014, 20:06 با عرض سلام نمیدونم چرا تو تایپک دیگه هیچی نیست مجبور شدم دوباره تایپک بزنمشرمندهمیخواستم یه MP3 Plaey واسه تو باشگاهتا رنج 170/00مهمترین مزایا1 کیفیت پخش بالا خیلی مهمهاندازه مناسبعمر باطری زیاداین دو مدل دیدم بازم شما پیشنهاد بدبدOnly the registered members can see the link - فقط کاربران ثبت نام شده قادر به مشاهده لینک ها هستندممنونراستی یه هدفون تا 100 تومن هم میخوام که کیفیت صدای خوبو مهمتر راحت بودن منظورم اینه که وقتی زیاد اهنگ گوش بدم گوشم درد نگیره راحت باشه ممنونم سلام محمد آقا  عزیز ! به فروم سخت افزار خوش آمدید ! @};- همون تاپیک قبلیتون رو هم من تأیید کردم  ولی نمیدونم چرا دوباره رفته بود به حالت تأیید ؟!! به هر حال اون تاپیک رو من  حذف کردم   و مشاوره رو همین جا با حضور اساتید ادامه بدید ! در کل از قندشکن  و نرم افزارهای دور زدن فی*لتر در هنگام ارسال پست نباید استفاده کنید تا پست و تاپیکهاتون مستقیم به نمایش در بیاد و به حالت تأیید نره ! اگه هم این مشکل به هر علتی به وجود اومد به یکی از مدیران انجمن  (Only the registered members can see the link - فقط کاربران ثبت نام شده قادر به مشاهده لینک ها هستند)پیام بدید تا بررسی کنند و پستتون رو تأید کنند ! چون محاله پستی شما ارسال کنید و ارسال نشه ! همه پست ها و تاپیک ها  ارسال میشن  ولی  اگه پست  و تاپیکی به حالت تأید بره فقط توسط مدیران قابل مشاهده و تأیید هست ! پس اگه پستی رو زدید و بعد از ارسال مشاهده نکردید لطفاً پست تکراری نزنید و به مدیران اطلاع بدید تا براتون تأییدش کنند ! Castiel January 5th, 2014, 20:25 در خصوص پلیر گزینه خوبی انتخاب کردید، هر چند اگر Creative M100 هم در بازار پیدا کنید، گزینه بهتری است"
هییت,گیری ۶ عضو هییت رییسه اتحادیه جهانی کشتی برگزار شد
اهسته,اگرچه روزآمدی در چرخه سامانه اتوبوس های  درون شهری هنوز نیازمند کارهای بسیار است، اما در عمل، ایده اتوبوس های  تندرو همراه باخود آهسته اهسته فرهنگ استفاده از اتوبوس را نیز گسترش داد؛  مشکلی که بسیاری از کارشناسان شاید برای تغییر الگوی فرهنگی آن باید سال ها  وقت می گذاشتند
بلندشدن,طریقه حرکت هم بدین شکل بود که برای بلندشدن از روی صندلی، یک کابل، برای پیاده‌شدن، یک کابل و موقع پیاده‌شدن یک کابل خوردیم و برای بقیه مسیر هم که الی ماشاءالله هر چقدر که امکان داشت و می‌توانستند، نصیب و بهره داشتیم
خز,مدیرکل پیش‌بینی و هشدارسریع سازمان هواشناسی افزود: از اواخر روز سه‌شنبه به تدریج با شمالی شدن جریانات بر روی دریای خز، بارش‌ها به ویژه در سواحل مرکزی و شرقی دریای خزر، دامنه‌های البرز شرقی و شمال شرق کشور تشدید شده و دریای خزر مواج می‌شود همچنین این سامانه به تدریج از اوایل روز پنجشنبه ۶ خرداد، از کشور خارج می‌شود
هییت,همچنین کمیته های استانی مشترکی نیز در تمامی هییت های کشتی استان های کشور با حضور نمایندگان هییت های کشتی و هییت های پهلوانی و زورخانه ای تشکیل خواهد شد
هییت,برنامه مشترک سالانه مذکور؛ همه ساله در قالب تفاهم نامه ای مشترک به تایید دو فدراسیون مربوطه و هییت های ذیربط خواهد رسید
ساییدن,در هنگام کنده شدن موتور، ملخ آن از کابین گذشته و با عبور از کنار شانه عتیقه چی ضمن ساییدن به شانه او، برای آخرین بار به زمین برخورد کرد و از حرکت ایستاد
فراگرفتن,از این رو می توان انتظار داشت که در طول پنج سال آینده ، با از بین رفتن ائتلاف خطر فراگرفتن بحران سیاسی سراسر بریتانیا را تهدید کند
مسیله,مسیله ارتباط رایگان بود که اپراتورهای تلفن همراه داشتن ورشکست میشدند تو ویتنام دولت استفاده از این جور برنامه ها رو ممنوع کرده به علت درخواستهای اپراتورهای موبایل به علت کاهش درامدهاشون
سیه,تا سیه رو شود هر که در او غش باشد
ردشدن,براساس این گزارش این درست است که اسکای اسپورت و اسپورت ایتالیا مذاکرات لاتزیو بر سر قرارداد 18 میلیون یورویی با سردار آزمون پس از ردشدن مذاکره با روبین کازان بر سر قرارداد 15 میلیون یورویی تایید کردند اما فدراسیون فوتبال ایران بسیار زود پیش دستی کرده و این ستاره را گران ترین بازیکن تاریخ فوتبال ایران معرفی کرده است
مسیله,» حسن صادقلو استاندار گلستان در ابتدای این جلسه گفت: «مهم‌ترین هدف رییس جمهوری که در توصیه‌های آقای روحانی به استانداران تأکید شده است نقش توسعه‌ای استانداران  است و در این میان با توجه به اینکه  گلستان در گردشگری از اهمیت و جایگاه بالایی برخوردار است موضوع میراث‌فرهنگی مسیله اصلی و پایدار حوزه گردشگری به حساب می‌آید
دریده,"سوال ما از افرادی که با این نوع پوشش به دنبال خودنمایی در سطح جامعه هستند این است که آیا فرهنگ خانوادگی و نه فرهنگ عمومی جامعه، اجازه ورود نگاه های دریده به حریم شخصی آنان را می دهد؟  آیا این خانم های به اصطلاح "" مد پوش "" تا کنون صفحات جراید را ورق نزده اند و حوادث تلخ را نخوانند که به دلیل عدم کنترل غرایض چگونه رقم خورده است؟ مردانی که تنها به خاطر ظاهر یک خانم وی را دزدیده اند"
ترسیدن,� یکی از دلایل ترسیدن این است که فکر کنید در یک مخمصه گیر کرده اید
فراگرفتن,زماني زنان حتي از دست گرفتن سيگار ابا داشتند اما اكنون حتي در مكاني مانند دانشگاه كه متعالي ترين مكان فراگرفتن علم و دانش در جامعه به شمار مي رود ، دختران سيگار مي كشند
تمثیل,موسی اسوار مترجم می‌گوید: عمران صلاحی بیش و پیش از هر چیز تمثیل انسان بود، انسانی که جلوه‌گاه شرافت، نجابت، تواضع، معصومیت، حجب، ادب، ایثار،‌ مهرورزی، بلندی طبع، عزت، بصیرت، آزاداندیشی و آزادگی است
جداشدن,449 یورو هرچند که رنگلر حس یک خودرو کانورتیبل را به صورت متعارف نمی‌دهد اما این آفرودر آمریکایی به عنوان یک خودرو کانورتیبل در این لیست قرار می‌گیرد و نسخه با قابلیت جداشدن سقف آن به صورت 5 سرنشین هم اکنون در حال عرضه است
تمثیل,انتقال نکاتی از نقد ادبی با بهره‌گیری از داستان‌ها و تمثیل‌های مختلف محمد معماریان، مترجم کتاب «چگونه درباره کتاب‌هایی که نخوانده‌ایم حرف بزنیم؟» درباره نحوه آشنایی وی با این کتاب بیان کرد: بهار 91 در یک تکلیف کلاسی مأخذشناسی، جستجوی مفصلی در دوره‌های درسی دانشگاه‌های مختلف می‌کردم، که در میان آثار متقن اما با روایت همه‌کس‌پسند به این کتاب کوچک رسیدم، خواندمش و شیفته‌اش شدم
تمثیل,با بهره‌گیری از داستان‌ها و تمثیل‌های مختلف در گوشه و کنار متن، «بایارد» نکات ظریفی از نقد ادبی را نیز به خواننده منتقل می‌کند
سنجیدن,بنابراین، در حالی که هیچ‌کس، از جمله آژانس‌های اطلاعاتی ما، موساد و دیگران، انکار نمی‌کنند که ایران در حال حاضر به توافق پایبند است، دادن دو تا سه ماه وقت برای سنجیدن تمام راهکارهای دیپلماتیک، ضرری به ما نمی‌زند
دریافتن,فقط کافی است برای دریافتن زیبایی این رینگ‌ها کوروت خود را به رنگ زرد و با رینگ‌های مشکی سفارش دهید تا خودرویی شبیه به کوروت‌ مسابقه‌ای C7
اژانس,بنا بر گزارش‌ اژانس‌ توسعه‌ بین‌ المللی‌ کانادا  نرخ‌ بیکاری‌ در این‌ منطقه‌ بالغ بر ‌50‌ درصد است‌ و بالغ بر دو سوم‌ ساکنان‌ با درامدی‌ زیر دو دلار در روز روزگار می‌گذرانند
گند,کد خبر: ۷۳۱۳۹۰   تاریخ انتشار: ۱۳۹۶/۰۵/۱۱ برابر گل محمدی را باطل گند و هواداران تراکتورسازی امیدوارند
مسیول,کد خبر: ۲۷۷۷۰۷   تاریخ انتشار: ۱۳۹۶/۰۵/۱۶ می شد مسیول سیاست خارجی اتحادیه اروپا وعده داده که
واداشتن,خلخالی می‌گوید: «واداشتن بچه به اعتراف، یک نوع تفتیش عقیده است و تفتیش عقاید برمی‌گردد به همان مسئله تجسس که خارجی‌ها انگیزاسیون می‌گویند
خواباندن,می‌گوید با چند آشنای دور خود که در بورس فعال بودند، مشورت کرده و به این نتیجه رسیده است که وارد شدن به بازار پر و رمز و راز سهام، سودآوری بیشتری نسبت به خواباندن سرمایه در بانک دارد
نخودی,محمد نخودی ۷۶ کیلوگرم میثم زارع ۸۵ کیلوگرم عباس فروتن
سیرکردن,نورمن در ۱۱ سالگی به امید این که بتواند زندگی بهتری بیابد از خانه فرار کرد و برای سیرکردن شکمش به کارهای مختلفی مانند پادویی، روزنامه فروشی، پیشخدمتی و ظرفشویی در رستورانها دست زد
سیرکردن,اما از آن جایی که به درس علاقه داشت لذا با تلاش زیاد توانست در کنار کار به مدرسه نیز برود، ولی از عهده هزینه تحصیل و سیرکردن شکمش برنیامد
اوردن,جامعه فوتبال هم که میگه شما تبانی کردی با چرتپولیس الان شکایتی هم باشه باید از مردم شکایت کنی خخخخخ برو جلو ی لنگ گاف بده ۲۶ + ۳ - پاسخ بعدا برو شکایت کن لنگی کلسیم ۲۸ + ۲ - پاسخ نیازی به شکایت تو نیست ما هواداران از مسولان که تورو اوردن تا تراکتور رو زمین گیر کنن خودمان شکایت میکنیم پسر تو خودت هم میدونی که چیکار کردی به سر خودت کلاه نذار اگه مسولان تراکتوری بودن تورو اصلا نمیذاشتن بیای تبریز چه رسد تراکتور ی بشی
بلندکردن,که با وزش باد و بلندکردن آوار شعله های آتش
فتوکپی,اسکنر اثر انگشت اپتیکال: اسکنرهای اپتیکال قدیمی‌ترین نوع اسکنر اثر انگشت هستند و از تکنولوژی ساده‌ای بهره می‌برند: شیارهای انگشت توسط نور روشن شده و از یک سنسور اپتیکال برای خواندن تصویر بدست آمده استفاده می‌شود؛ این روش، ساده، قابل اعتماد و مقرون به صرفه برای اسکن سطوح بزرگ، مانند تمام انگشت‌ها یا کف دست است؛ اما از سوی دیگر به دلیل نیاز به منبع نوری، حجم زیادی را اشغال می‌کنند؛ همچنین امنیت بالایی ندارد و توسط عکس یا یک اثر انگشت قالب گیری شده قابل باز کردن است، چون اساسا تکنولوژی ساده‌ای شبیه به دستگاه‌های فتوکپی دارد
ابادان,تیم فوتبال استقلال فردا تهران را به مقصد آبادان ترک خواهد کرد و آبی پوشان اولین دیدار خود را از ساعت 21 در ورزشگاه تختیت ابادان برگزار خواهد کرد
جداکردن,کد خبر: ۱۲۹۹۲۶   تاریخ انتشار: ۱۳۹۴/۰۱/۳۰ جداکردن سر و خوردن گوشت زنان و دختران برای لذت
خمار,باید دست پلید او را در خمار کردن انسان به خیالات ببینیم، و از خیانت های همیشگی او بترسیم
خز,مانند این موارد: دود، دود سیگار، دود حاصل از عودهای خوشبو کننده و غیره گرد و غبار خز حاصل از حیوانات خانگی یا اسباب بازی ها عطرها اسپری های آئروسل و غیره 3- درمان گرفتگی بینی در نوزادان به عنوان یک مادر دوست دارید به کودکتان کمک کنید تا احساس بهتری داشته باشد و ساده تر نفس بکشد
اوردن,وی گفت: در پایان سال می توانیم اعداد و ارقام را از جهت کسر بودجه یا بدست اوردن آن ارائه کنیم و اکنون لازم نبود بودجه نظامی حذف شود
دوشیزه,البته اگر آقا باشید یا دوشیزه(!) ممکن است پیامد‌های خانوادگی هم برای شما داشته باشد
نخودی,فیلم از جایی شروع می‌شود که بورات درحال توضیح‌دادن راجع به مملکت درب و داغانش است؛ جایی که گاوها را توی اتاق پذیرایی خانه نگه می‌دارند، از یهودی‌ها به اندازه جن می‌ترسند، عقل زن‌هایشان نخودی است و تابه‌حال آسانسور ندیده‌اند
ارام,بازار نسبت به هفته گذشته ارام است حتی قیمت ها
بالاکشیدن,کد خبر: ۲۴۵۳۴۴   تاریخ انتشار: ۱۳۹۵/۱۰/۱۳ روحاني، پوتين را قانع كرد سعودي‌ها عقب نشستند ماه مذاکره و جدل سیاسی اقتصادی کشورهای اوپک برای بالاکشیدن
سنجیدن,متن : هرچند هدف اصلی این نوشتار، توضیح درباره نکاتی است که شما برای سنجیدن شریک آینده زندگی تان باید آنها را در نظر داشته باشید، اما یادتان باشد هدف ما از اطلاع رسانی، ازدواج به هر قیمتی نیست بلکه می خواهیم شما، ازدواجی موفق و پایدار داشته باشید و هرگز رنگ دادگاه خانواده را نبینید
جاافتاده,حتي اگر مهمانان شما به غذاهايي مانند آبگوشت علاقه‌مند باشند، مي‌توانيد باز هم از زودپز كمك بگيريد و در كمتر از 2 الي 3 ساعت، همه را به صرف يك آبگوشت جاافتاده مهمان كنيد
جاافتاده,از سوی دیگر اگرچه فقدان آقای هاشمی برای ما سنگین است، اما شخصیت‌های  بزرگی داریم و سازمان‌های جاافتاده‌ای که می‌توانیم خودمان را جمع کنیم؛  یعنی مشکل چندانی نداریم؛ اما در قسمت دوم جای نگرانی وجود دارد، زیرا آقای  هاشمی حلقه وصل جامعه و حکومت بود، به‌ویژه از ۸۸ به این طرف
خمار,وقتی خمار بود، بیشتر
خمار,وقتی خمار بود، بیشتر
خمار,در بین این آدمکان خمارآلود، اما، سایه زنان خمار که می خواهند به هر دلیلی از مردان کم نیاورند بیشتر سنگینی می کند
نگاشتن,يك‌سال از نگاشتن «عروسي خون» گذشته است و هسته اوليه «دنا رزيتا» شكل گرفته است و «فدريكو گارسيا لوركا» تراژدي «يرما» را مي‌نويسد
اهنگ,supports HTML5 video اهنگ جدید از علی صادقی بنام وقتی که دلتنگی زیاد دوشنبه ۲۳ مرداد ۱۳۹۶ - ۱۱:۱۳:۴۷ انرژی مثبت - آپارات
دریده,اما در نقاشی‌های كودكان پرخاشگر معمولا خطوط ترسیم شده زاویه‌دار، پررنگ و پر از تیزی است و جزئیات صورت آدمك‌هایی كه می‌كشند، همه نشان‌دهنده خشم است؛ مثلا چشم دریده، بینی با پره‌های باز، لب‌های كلفت و دندان‌ها و ناخن‌های مشخص و تیز، شانه‌های پهن و مشت‌های گره كرده است
جاافتاده,ـ شما در مقابل يك دانشمند محترم و جاافتاده و باسابقه قرار گرفته‌ايد و مشغول پرسش و پاسخ با او هستيد
ردکردن,حمید حاج اسماعیلی کارشناس بازار کار و عضو شورایعالی کار هم با ردکردن تقصیر دولت درتعطیلی کارخانه‌ها به «شهروند» می‌گوید: باید انصاف داشته باشیم
جاافتاده,بخشي از مديراني كه براي مدتي از رأس مديريت اجرايي خارج‌شده يا بازنشسته شده بودند، به مسئوليت‌هاي دولتي بازگشتند، با اين تفاوت كه در اين سال‌ها در كسب‌وكار اقتصادي و تجاري خود نيز جاافتاده بودند و به‌هيچ‌روي مايل به ترك فعاليت‌هاي شخصي اقتصادي خود نبودند
فراش,اگر هوس ازدواج دوباره و تجدید فراش به سرش نزده بود الان مجبور نبودم با این شرایط هولناک دست و پنجه نرم کنم
مسدس,فإذا عرف العاملون في المصرف انه مسدس مائي، لن يستجيبوا للسارق
ارام,زمانی که پا در سرزمین ایسلند می گذارید هوای ارام بخش و سرشار از انرژی آن را ناخوداگاه احساس می کنید
جداشدن,وی در ادامه افزود: قطعا جداشدن طرفین بعد از زندگی مشترک، تعلقاتي ایجاد می کند، که جدایی به هر علت پیامد های سوء روانشناختی دربر خواهد داشت
درخشیدن,احتمال درخشش دوباره قاضیانی با دو فیلم مریلا زارعی، اکبر عبدی و صابر ابر پرکاترین ستاره‌های فجر سی و یکم برنده سیمرغ بازیگری سال گذشته، هنگامه قاضیانی امسال با دو فیلم «زندگی خصوصی آقای محمودی و بانو» و «بشارت به یک شهروند هزاره سوم» در جشنواره حضور دارد که خصوصا فیلم اول جا برای درخشیدن دوباره او خواهد داشت
درخشیدن,صابر ابر امسال هم شگفتی می آفریند مریلا زارعی، اکبر عبدی و صابر ابر پرکاترین ستاره‌های فجر سی و یکم صابر ابر، بازیگر خوش قریحه و جوان سینمای ایران، این بار با حضور در ۴ فیلم مطرح جشنواره بخت بالایی برای درخشیدن دارد
خز,اما حالا دیگر خبری از فوتبال دهه فجر که می توانست میدانی برای محک زدن تیم های ملی جوانان و امید در تقابل با خارجی ها و به میدان فرستادن تیم ملی بزرگسالان ما باشد، نیست و کشتی دهه فجر هم یا اردیبهشت برگزار می شود یا مهرماه و فقط نامش دهه فجر است و به جایش تورنمنت بدنسازی و پرورش اندام می گذارند به اسم دهه مبارکه فجر!   یک نفر هم نیست بپرسد این فیگورهای ضد اخلاقی و ترویج پهلوان پنبه بودن و گولاخ شدن و دور هم جمع شدن خز آمپولی ها چه ربطی به دهه مبارکه فجر دارد و چرا اسم این دهه که یادآور پیروزی انقلاب است خرج پرورش اندام می شود!   کم مانده فقط آقایان به اسم دهه فجر یک تورنمنت قمار بیخ دیواری یا شیر یا خط راه بیاندازند و مدعی شوند با قمار یا انقلاب را گرامی می دارند! این وزارت عریض و طویل ورزش حواسش هست؟   توضیح ضروری: این عکس تبلیغاتی که به در و دیوار شهر چسبانده اند، قابل انتشار در یک سایت ورزشی هم نیست چه برسد پیش چشم نوامیس مردم!
پزو,در اینجا حقوق ماهانه یک آتش‌نشان متاهل بدون فرزند را در کشورهای مختلف می‌بینیم: آمریکا: ۴۸ ساعت کار در هفته، جمع حقوق و مزایا ۳۴۵۴ دلار، خالص پرداختی ۲۷۲۹ دلار استرالیا: ۳۹ ساعت کار در هفته، جمع حقوق و مزایا ۴۲۹۱ دلار، خالص پرداختی ۲۶۵۴ دلار انگلستان: ۴۲ ساعت کار در هفته، جمع حقوق و مزایا ۲۱۵۹ پوند، خالص پرداختی ۲۴۷۴ دلار کانادا: ۳۵ ساعت کار در هفته، جمع حقوق و مزایا ۴۲۴۰ دلار، خالص پرداختی ۲۳۸۳ دلار فرانسه: جمع حقوق و مزایا ۱۶۷۰ یورو، خالص پرداختی ۲۱۸۳ دلار فنلاند: ۳۸ ساعت کار در هفته، جمع حقوق و مزایا ۲۳۴۵ یورو، خالص پرداختی ۱۷۸۶ دلار آلمان: ۴۰ ساعت کار در هفته، جمع حقوق و مزایا ۱۹۷۶ یورو، خالص پرداختی ۱۷۵۵ دلار کره جنوبی: ۴۰ ساعت کار در هفته، جمع حقوق و مزایا یک میلیون و ۲۹۷ هزار و ۱۳۹ ونز، خالص پرداختی ۱۴۷۵ دلار ایتالیا: ۳۶ ساعت کار در هفته، جمع حقوق و مزایا ۱۷۱۹ یورو، خالص پرداختی ۱۴۷۵ دلار اتریش: ۴۰ ساعت کار در هفته، جمع حقوق و مزایا ۱۴۵۴ یورو، خالص پرداختی ۱۴۱۵ دلار چک: ۳۹ ساعت کار در هفته، جمع حقوق و مزایا ۲۷ هزار و ۷۶۱ کرون، خالص پرداختی ۱۲۸۰ دلار کویت: ۴۴ ساعت کار در هفته، جمع حقوق و مزایا ۴۵۰ دینار، خالص پرداختی ۱۲۶۳ دلار مجارستان: جمع حقوق و مزایا ۱۸۸ هزار و ۶۲۲ فورین، خالص پرداختی ۹۴۲ دلار لهستان: ۴۰ ساعت کار در هفته، جمع حقوق و مزایا ۲۵۱۸ زلوتی، خالص پرداختی ۹۳۴ دلار اسلواکی: ۳۳ ساعت کار در هفته، جمع حقوق و مزایا ۱۷ هزار و ۸۶۲ کروناس، خالص پرداختی ۸۶۸ دلار پرتغال، ۳۹ ساعت کار در هفته، جمع حقوق و مزایا ۵۵۸ یورو، خالص پرداختی ۷۲۷ دلار مکزیک: ۶۳ ساعت کار در هفته، جمع حقوق و مزایا ۵۲۶۶ پزو، خالص پرداختی ۷۲۶ دلار چین: جمع حقوق و مزایا ۱۱۶۶ یوآن، خالص پرداختی ۵۶۰ دلار لیتوانی: ۳۸ ساعت کار در هفته، جمع حقوق و مزایا ۸۵۳ لیتا، خالص پرداختی ۴۸۶ دلار برزیل: ۴۰ ساعت کار در هفته، جمع حقوق و مزایا ۵۵۸ ریل، خالص پرداختی ۴۷۹ دلار رومانی: ۳۸ ساعت کار در هفته، جمع حقوق و مزایا ۵۲۵ نیولی، خالص پرداختی ۲۶۶ دلار
جاافتادن,جاافتادن و پذيرش يك ساز در فرهنگ موسيقايي حاصل دو موضوع است؛ معتبر بودن سازنده و نوازنده‌اي كه مي‌خواهد اين ساز را به جامعه معرفي كند
فراگرفتن,طبيعي است كه در دوره آموزشي كارآموزان از حقوق كامل يك كارگر عادي بي‌بهره‌اند و به همين منظور براي جلوگيري از سوءاستفاده و به كارگيري كارگر تحت نام قلابي كارآموز قانونگذار در بند ب ماده «112» محدوده سني براي استخدام كارآموزان مشخص كرده است: افرادي كه به موجب قرارداد كارآموزي به منظور فراگرفتن حرفه‌اي خاص براي مدت معين كه زايد بر سه سال نباشد، در كارگاهي معين به كارآموزي توام با كار اشتغال دارند، مشروط بر آنكه سن آنها از 15 سال كمتر نبوده و از 18سال تمام بيشتر نباشد
فراگرفتن,»  دولت قصد دارد علاوه بر حذف كامل اين ماده تغييراتي نيز در بند «ب» ماده «112» به اين ترتيب اعمال كند: «افرادي كه به موجب قرارداد كارآموزي به منظور فراگرفتن حرفه‌اي خاص، براي مدت معين و در كارگاهي معين به كارآموزي به صورت استاد و شاگردي اشتغال دارند
فراش,همبرگر (Fabulous Flower cake) حاوي (پنير خامه اي ، تخم ماهي سالمون ، پياز سرخ شده)   همبرگر (Neil Armstrong) حاوي (قارچ ، گلابي ، پنير خامه اي ، کنجد و پودر نارگيل) همبرگر (Yin & Yang) حاوي ( گوشت بيکن ، استيک مرغ ، فلفل خرد شده ، پنير ، سيب، روغن زيتون)  همبرگر (Halloween Brrqeur) حاوي (گوشت دل ، گل بلال ، ترشي و سس تاباسکو) همبرگر  (Fricocotte) حاوي (اسفناج ، گوشت و زرده تخم مرغ) همبرگر (Crabzilla) حاوي (گوش ، ليمو ،  کاهو ، انبه ، پرتقال و گوجه فرنگي) همبرگر (Go Green) حاوي (گوشت و نان با رنگ خوراکي سبز ، نعناع و خيار) همبرگر (Pas Merit) حاوي (کدو سبز ، گوجه فرنگي ،  استيک ، سس برناي و نان کماج)  همبرگر (Heat wave) حاوي (استيک ، ترشي ، کاهو ، پياز سرخ شده و پنير چدار)�همبرگر (Hawaiian) حاوي (آناناس ، راسته گوساله ، پنير چدار) همبرگر (Tames Bun) حاوي (نان با روکش طلا ، تخم مرغ ، گوشت بلدرچين ، کاهو ، خامه فراش و اختاپوس کوچک)
جاگذاشتن,این مقام ارشد انتظامی با بیان اینکه قاچاقچیان به محض مشاهده ماموران به صورت مسلحانه با آن‌ها درگیر شدند ادامه داد: قاچاقچیان مسلح با تغییر مسیر ناگهانی قصد فرار از منطقه به همراه محموله مواد مخدر را داشتند که پس از حدود نیم ساعت درگیری با به جاگذاشتن خودرو و استفاده از تاریکی شب و کوهستانی بودن منطقه، از محل متواری شدند
نگاشتن,كلا عموجان وقت زيادي را صرف نگاشتن دقيق و ريز اقلام خريد و قيمت‌هايش مي‌كند و در پاسخ به علت اين حجم مته‌اي كه به خشخاش اختصاص مي‌دهد، مي‌گويد: «آنكه بودجه مملكت است، تازه دو ماه بعد از فرارسيدن سال به سرانجام مي‌رسد
شیلینگ,نسخه قابل چاپ يکشنبه ۲۱ خرداد ۱۳۹۶ - ۱۰:۲۷:۰۰ به گزارش پایگاه خبری « عصر بازار » به نقل از باشگاه خبرنگاران  ، علی طیب نیا درنشست خبری که با حضور هانس یورگ شیلینگ وزیر دارایی اتریش برگزار شد اظهارداشت: توسعه روابط تجاری و اقتصادی دو کشور از اهداف ماست، به همین منظور سفری که به اتربش داشتم، موافقت نامه هایی درخصوص اجتناب از اخذ مالیات های اضافی، حمایت از سرمایه گذاری های خارجی و مسائل گمرکی و همیاری های بانکی به منظور موافقت نامه ها انجام شد
پرکننده,استفان بوکلی از دانشگاه یورک انگلستان می‌گوید: «موم به دلایل مختلف پرکننده مناسبی بوده است
